,State,MSA,Month,YTD_Rental_Goals
2866,NJ,Jersey City-Newark NJ,2022-11-30,535.583337
2867,NJ,Jersey City-Newark NJ,2022-12-31,536.000004
2868,NJ,New Brunswick NJ,2022-01-31,458.416667
2869,NJ,New Brunswick NJ,2022-02-28,458.833334
2870,NJ,New Brunswick NJ,2022-03-31,459.250001
2871,NJ,New Brunswick NJ,2022-04-30,459.666668
2872,NJ,New Brunswick NJ,2022-05-31,460.083335
2873,NJ,New Brunswick NJ,2022-06-30,460.500002
2874,NJ,New Brunswick NJ,2022-07-31,460.916669
2875,NJ,New Brunswick NJ,2022-08-31,461.333336
2876,NJ,New Brunswick NJ,2022-09-30,461.750003
2877,NJ,New Brunswick NJ,2022-10-31,462.16667
2878,NJ,New Brunswick NJ,2022-11-30,462.583337
2879,NJ,New Brunswick NJ,2022-12-31,463.000004
2880,NJ,Other NJ,2022-01-31,644.5
2881,NJ,Other NJ,2022-02-28,645.0
2882,NJ,Other NJ,2022-03-31,645.5
2883,NJ,Other NJ,2022-04-30,646.0
2884,NJ,Other NJ,2022-05-31,646.5
2885,NJ,Other NJ,2022-06-30,647.0
2886,NJ,Other NJ,2022-07-31,647.5
2887,NJ,Other NJ,2022-08-31,648.0
2888,NJ,Other NJ,2022-09-30,648.5
2889,NJ,Other NJ,2022-10-31,649.0
2890,NJ,Other NJ,2022-11-30,649.5
2891,NJ,Other NJ,2022-12-31,650.0
2892,NJ,Trenton NJ,2022-01-31,258.25
2893,NJ,Trenton NJ,2022-02-28,258.5
2894,NJ,Trenton NJ,2022-03-31,258.75
2895,NJ,Trenton NJ,2022-04-30,259.0
2896,NJ,Trenton NJ,2022-05-31,259.25
2897,NJ,Trenton NJ,2022-06-30,259.5
2898,NJ,Trenton NJ,2022-07-31,259.75
2899,NJ,Trenton NJ,2022-08-31,260.0
2900,NJ,Trenton NJ,2022-09-30,260.25
2901,NJ,Trenton NJ,2022-10-31,260.5
2902,NJ,Trenton NJ,2022-11-30,260.75
2903,NJ,Trenton NJ,2022-12-31,261.0
2904,NM,Albuquerque NM,2022-01-31,166.166667
2905,NM,Albuquerque NM,2022-02-28,166.333334
2906,NM,Albuquerque NM,2022-03-31,166.500001
2907,NM,Albuquerque NM,2022-04-30,166.666668
2908,NM,Albuquerque NM,2022-05-31,166.833335
2909,NM,Albuquerque NM,2022-06-30,167.000002
2910,NM,Albuquerque NM,2022-07-31,167.166669
2911,NM,Albuquerque NM,2022-08-31,167.333336
2912,NM,Albuquerque NM,2022-09-30,167.500003
2913,NM,Albuquerque NM,2022-10-31,167.66667
2914,NM,Albuquerque NM,2022-11-30,167.833337
2915,NM,Albuquerque NM,2022-12-31,168.000004
2916,NM,Other NM,2022-01-31,232.166667
2917,NM,Other NM,2022-02-28,232.333334
2918,NM,Other NM,2022-03-31,232.500001
2919,NM,Other NM,2022-04-30,232.666668
2920,NM,Other NM,2022-05-31,232.833335
2921,NM,Other NM,2022-06-30,233.000002
2922,NM,Other NM,2022-07-31,233.166669
2923,NM,Other NM,2022-08-31,233.333336
2924,NM,Other NM,2022-09-30,233.500003
2925,NM,Other NM,2022-10-31,233.66667
2926,NM,Other NM,2022-11-30,233.833337
2927,NM,Other NM,2022-12-31,234.000004
2928,NV,Las Vegas NV,2022-01-31,211.166667
2929,NV,Las Vegas NV,2022-02-28,211.333334
2930,NV,Las Vegas NV,2022-03-31,211.500001
2931,NV,Las Vegas NV,2022-04-30,211.666668
2932,NV,Las Vegas NV,2022-05-31,211.833335
2933,NV,Las Vegas NV,2022-06-30,212.000002
2934,NV,Las Vegas NV,2022-07-31,212.166669
2935,NV,Las Vegas NV,2022-08-31,212.333336
2936,NV,Las Vegas NV,2022-09-30,212.500003
2937,NV,Las Vegas NV,2022-10-31,212.66667
2938,NV,Las Vegas NV,2022-11-30,212.833337
2939,NV,Las Vegas NV,2022-12-31,213.000004
2940,NV,Reno NV,2022-01-31,74.083333
2941,NV,Reno NV,2022-02-28,74.166666
2942,NV,Reno NV,2022-03-31,74.249999
2943,NV,Reno NV,2022-04-30,74.333332
2944,NV,Reno NV,2022-05-31,74.416665
2945,NV,Reno NV,2022-06-30,74.499998
2946,NV,Reno NV,2022-07-31,74.583331
2947,NV,Reno NV,2022-08-31,74.666664
2948,NV,Reno NV,2022-09-30,74.749997
2949,NV,Reno NV,2022-10-31,74.83333
2950,NV,Reno NV,2022-11-30,74.916663
2951,NV,Reno NV,2022-12-31,74.999996
2952,NY,Albany NY,2022-01-31,75.083333
2953,NY,Albany NY,2022-02-28,75.166666
2954,NY,Albany NY,2022-03-31,75.249999
2955,NY,Albany NY,2022-04-30,75.333332
2956,NY,Albany NY,2022-05-31,75.416665
2957,NY,Albany NY,2022-06-30,75.499998
2958,NY,Albany NY,2022-07-31,75.583331
2959,NY,Albany NY,2022-08-31,75.666664
2960,NY,Albany NY,2022-09-30,75.749997
2961,NY,Albany NY,2022-10-31,75.83333
2962,NY,Albany NY,2022-11-30,75.916663
2963,NY,Albany NY,2022-12-31,75.999996
2964,NY,Brooklyn NY,2022-01-31,490.416667
2965,NY,Brooklyn NY,2022-02-28,490.833334
2966,NY,Brooklyn NY,2022-03-31,491.250001
2967,NY,Brooklyn NY,2022-04-30,491.666668
2968,NY,Brooklyn NY,2022-05-31,492.083335
2969,NY,Brooklyn NY,2022-06-30,492.500002
2970,NY,Brooklyn NY,2022-07-31,492.916669
2971,NY,Brooklyn NY,2022-08-31,493.333336
2972,NY,Brooklyn NY,2022-09-30,493.750003
2973,NY,Brooklyn NY,2022-10-31,494.16667
2974,NY,Brooklyn NY,2022-11-30,494.583337
2975,NY,Brooklyn NY,2022-12-31,495.000004
2976,NY,Buffalo NY,2022-01-31,142.083333
2977,NY,Buffalo NY,2022-02-28,142.166666
2978,NY,Buffalo NY,2022-03-31,142.249999
2979,NY,Buffalo NY,2022-04-30,142.333332
2980,NY,Buffalo NY,2022-05-31,142.416665
2981,NY,Buffalo NY,2022-06-30,142.499998
2982,NY,Buffalo NY,2022-07-31,142.583331
2983,NY,Buffalo NY,2022-08-31,142.666664
2984,NY,Buffalo NY,2022-09-30,142.749997
2985,NY,Buffalo NY,2022-10-31,142.83333
2986,NY,Buffalo NY,2022-11-30,142.916663
2987,NY,Buffalo NY,2022-12-31,142.999996
2988,NY,Manhattan NY,2022-01-31,613.5
2989,NY,Manhattan NY,2022-02-28,614.0
2990,NY,Manhattan NY,2022-03-31,614.5
2991,NY,Manhattan NY,2022-04-30,615.0
2992,NY,Manhattan NY,2022-05-31,615.5
2993,NY,Manhattan NY,2022-06-30,616.0
2994,NY,Manhattan NY,2022-07-31,616.5
2995,NY,Manhattan NY,2022-08-31,617.0
2996,NY,Manhattan NY,2022-09-30,617.5
2997,NY,Manhattan NY,2022-10-31,618.0
2998,NY,Manhattan NY,2022-11-30,618.5
2999,NY,Manhattan NY,2022-12-31,619.0
3000,NY,NYC Suburbs NY,2022-01-31,750.583333
3001,NY,NYC Suburbs NY,2022-02-28,751.166666
3002,NY,NYC Suburbs NY,2022-03-31,751.749999
3003,NY,NYC Suburbs NY,2022-04-30,752.333332
3004,NY,NYC Suburbs NY,2022-05-31,752.916665
3005,NY,NYC Suburbs NY,2022-06-30,753.499998
3006,NY,NYC Suburbs NY,2022-07-31,754.083331
3007,NY,NYC Suburbs NY,2022-08-31,754.666664
3008,NY,NYC Suburbs NY,2022-09-30,755.249997
3009,NY,NYC Suburbs NY,2022-10-31,755.83333
3010,NY,NYC Suburbs NY,2022-11-30,756.416663
3011,NY,NYC Suburbs NY,2022-12-31,756.999996
3012,NY,Other NY,2022-01-31,218.166667
3013,NY,Other NY,2022-02-28,218.333334
3014,NY,Other NY,2022-03-31,218.500001
3015,NY,Other NY,2022-04-30,218.666668
3016,NY,Other NY,2022-05-31,218.833335
3017,NY,Other NY,2022-06-30,219.000002
3018,NY,Other NY,2022-07-31,219.166669
3019,NY,Other NY,2022-08-31,219.333336
3020,NY,Other NY,2022-09-30,219.500003
3021,NY,Other NY,2022-10-31,219.66667
3022,NY,Other NY,2022-11-30,219.833337
3023,NY,Other NY,2022-12-31,220.000004
3024,NY,Queens NY,2022-01-31,754.666667
3025,NY,Queens NY,2022-02-28,755.333334
3026,NY,Queens NY,2022-03-31,756.000001
3027,NY,Queens NY,2022-04-30,756.666668
3028,NY,Queens NY,2022-05-31,757.333335
3029,NY,Queens NY,2022-06-30,758.000002
3030,NY,Queens NY,2022-07-31,758.666669
3031,NY,Queens NY,2022-08-31,759.333336
3032,NY,Queens NY,2022-09-30,760.000003
3033,NY,Queens NY,2022-10-31,760.66667
3034,NY,Queens NY,2022-11-30,761.333337
3035,NY,Queens NY,2022-12-31,762.000004
3036,NY,Rochester NY,2022-01-31,131.083333
3037,NY,Rochester NY,2022-02-28,131.166666
3038,NY,Rochester NY,2022-03-31,131.249999
3039,NY,Rochester NY,2022-04-30,131.333332
3040,NY,Rochester NY,2022-05-31,131.416665
3041,NY,Rochester NY,2022-06-30,131.499998
3042,NY,Rochester NY,2022-07-31,131.583331
3043,NY,Rochester NY,2022-08-31,131.666664
3044,NY,Rochester NY,2022-09-30,131.749997
3045,NY,Rochester NY,2022-10-31,131.83333
3046,NY,Rochester NY,2022-11-30,131.916663
3047,NY,Rochester NY,2022-12-31,131.999996
3048,NY,Staten Island-Bronx NY,2022-01-31,336.25
3049,NY,Staten Island-Bronx NY,2022-02-28,336.5
3050,NY,Staten Island-Bronx NY,2022-03-31,336.75
3051,NY,Staten Island-Bronx NY,2022-04-30,337.0
3052,NY,Staten Island-Bronx NY,2022-05-31,337.25
3053,NY,Staten Island-Bronx NY,2022-06-30,337.5
3054,NY,Staten Island-Bronx NY,2022-07-31,337.75
3055,NY,Staten Island-Bronx NY,2022-08-31,338.0
3056,NY,Staten Island-Bronx NY,2022-09-30,338.25
3057,NY,Staten Island-Bronx NY,2022-10-31,338.5
3058,NY,Staten Island-Bronx NY,2022-11-30,338.75
3059,NY,Staten Island-Bronx NY,2022-12-31,339.0
3060,NY,Syracuse NY,2022-01-31,53.083333
3061,NY,Syracuse NY,2022-02-28,53.166666
3062,NY,Syracuse NY,2022-03-31,53.249999
3063,NY,Syracuse NY,2022-04-30,53.333332
3064,NY,Syracuse NY,2022-05-31,53.416665
3065,NY,Syracuse NY,2022-06-30,53.499998
3066,NY,Syracuse NY,2022-07-31,53.583331
3067,NY,Syracuse NY,2022-08-31,53.666664
3068,NY,Syracuse NY,2022-09-30,53.749997
3069,NY,Syracuse NY,2022-10-31,53.83333
3070,NY,Syracuse NY,2022-11-30,53.916663
3071,NY,Syracuse NY,2022-12-31,53.999996
3072,NY,Utica NY,2022-01-31,13.0
3073,NY,Utica NY,2022-02-28,13.0
3074,NY,Utica NY,2022-03-31,13.0
3075,NY,Utica NY,2022-04-30,13.0
3076,NY,Utica NY,2022-05-31,13.0
3077,NY,Utica NY,2022-06-30,13.0
3078,NY,Utica NY,2022-07-31,13.0
3079,NY,Utica NY,2022-08-31,13.0
3080,NY,Utica NY,2022-09-30,13.0
3081,NY,Utica NY,2022-10-31,13.0
3082,NY,Utica NY,2022-11-30,13.0
3083,NY,Utica NY,2022-12-31,13.0
3084,OH,Akron OH,2022-01-31,286.25
3085,OH,Akron OH,2022-02-28,286.5
3086,OH,Akron OH,2022-03-31,286.75
3087,OH,Akron OH,2022-04-30,287.0
3088,OH,Akron OH,2022-05-31,287.25
3089,OH,Akron OH,2022-06-30,287.5
3090,OH,Akron OH,2022-07-31,287.75
3091,OH,Akron OH,2022-08-31,288.0
3092,OH,Akron OH,2022-09-30,288.25
3093,OH,Akron OH,2022-10-31,288.5
3094,OH,Akron OH,2022-11-30,288.75
3095,OH,Akron OH,2022-12-31,289.0
3096,OH,Cincinnati OH,2022-01-31,280.25
3097,OH,Cincinnati OH,2022-02-28,280.5
3098,OH,Cincinnati OH,2022-03-31,280.75
3099,OH,Cincinnati OH,2022-04-30,281.0
3100,OH,Cincinnati OH,2022-05-31,281.25
3101,OH,Cincinnati OH,2022-06-30,281.5
3102,OH,Cincinnati OH,2022-07-31,281.75
3103,OH,Cincinnati OH,2022-08-31,282.0
3104,OH,Cincinnati OH,2022-09-30,282.25
3105,OH,Cincinnati OH,2022-10-31,282.5
3106,OH,Cincinnati OH,2022-11-30,282.75
3107,OH,Cincinnati OH,2022-12-31,283.0
3108,OH,Cleveland OH,2022-01-31,430.333333
3109,OH,Cleveland OH,2022-02-28,430.666666
3110,OH,Cleveland OH,2022-03-31,430.999999
3111,OH,Cleveland OH,2022-04-30,431.333332
3112,OH,Cleveland OH,2022-05-31,431.666665
3113,OH,Cleveland OH,2022-06-30,431.999998
3114,OH,Cleveland OH,2022-07-31,432.333331
3115,OH,Cleveland OH,2022-08-31,432.666664
3116,OH,Cleveland OH,2022-09-30,432.999997
3117,OH,Cleveland OH,2022-10-31,433.33333
3118,OH,Cleveland OH,2022-11-30,433.666663
3119,OH,Cleveland OH,2022-12-31,433.999996
3120,OH,Columbus OH,2022-01-31,497.416667
3121,OH,Columbus OH,2022-02-28,497.833334
3122,OH,Columbus OH,2022-03-31,498.250001
3123,OH,Columbus OH,2022-04-30,498.666668
3124,OH,Columbus OH,2022-05-31,499.083335
3125,OH,Columbus OH,2022-06-30,499.500002
3126,OH,Columbus OH,2022-07-31,499.916669
3127,OH,Columbus OH,2022-08-31,500.333336
3128,OH,Columbus OH,2022-09-30,500.750003
3129,OH,Columbus OH,2022-10-31,501.16667
3130,OH,Columbus OH,2022-11-30,501.583337
3131,OH,Columbus OH,2022-12-31,502.000004
3132,OH,Dayton OH,2022-01-31,253.25
3133,OH,Dayton OH,2022-02-28,253.5
3134,OH,Dayton OH,2022-03-31,253.75
3135,OH,Dayton OH,2022-04-30,254.0
3136,OH,Dayton OH,2022-05-31,254.25
3137,OH,Dayton OH,2022-06-30,254.5
3138,OH,Dayton OH,2022-07-31,254.75
3139,OH,Dayton OH,2022-08-31,255.0
3140,OH,Dayton OH,2022-09-30,255.25
3141,OH,Dayton OH,2022-10-31,255.5
3142,OH,Dayton OH,2022-11-30,255.75
3143,OH,Dayton OH,2022-12-31,256.0
3144,OH,Other OH,2022-01-31,393.333333
3145,OH,Other OH,2022-02-28,393.666666
3146,OH,Other OH,2022-03-31,393.999999
3147,OH,Other OH,2022-04-30,394.333332
3148,OH,Other OH,2022-05-31,394.666665
3149,OH,Other OH,2022-06-30,394.999998
3150,OH,Other OH,2022-07-31,395.333331
3151,OH,Other OH,2022-08-31,395.666664
3152,OH,Other OH,2022-09-30,395.999997
3153,OH,Other OH,2022-10-31,396.33333
3154,OH,Other OH,2022-11-30,396.666663
3155,OH,Other OH,2022-12-31,396.999996
3156,OH,Toledo OH,2022-01-31,186.166667
3157,OH,Toledo OH,2022-02-28,186.333334
3158,OH,Toledo OH,2022-03-31,186.500001
3159,OH,Toledo OH,2022-04-30,186.666668
3160,OH,Toledo OH,2022-05-31,186.833335
3161,OH,Toledo OH,2022-06-30,187.000002
3162,OH,Toledo OH,2022-07-31,187.166669
3163,OH,Toledo OH,2022-08-31,187.333336
3164,OH,Toledo OH,2022-09-30,187.500003
3165,OH,Toledo OH,2022-10-31,187.66667
3166,OH,Toledo OH,2022-11-30,187.833337
3167,OH,Toledo OH,2022-12-31,188.000004
3168,OK,Oklahoma City OK,2022-01-31,335.25
3169,OK,Oklahoma City OK,2022-02-28,335.5
3170,OK,Oklahoma City OK,2022-03-31,335.75
3171,OK,Oklahoma City OK,2022-04-30,336.0
3172,OK,Oklahoma City OK,2022-05-31,336.25
3173,OK,Oklahoma City OK,2022-06-30,336.5
3174,OK,Oklahoma City OK,2022-07-31,336.75
3175,OK,Oklahoma City OK,2022-08-31,337.0
3176,OK,Oklahoma City OK,2022-09-30,337.25
3177,OK,Oklahoma City OK,2022-10-31,337.5
3178,OK,Oklahoma City OK,2022-11-30,337.75
3179,OK,Oklahoma City OK,2022-12-31,338.0
3180,OK,Other OK,2022-01-31,272.25
3181,OK,Other OK,2022-02-28,272.5
3182,OK,Other OK,2022-03-31,272.75
3183,OK,Other OK,2022-04-30,273.0
3184,OK,Other OK,2022-05-31,273.25
3185,OK,Other OK,2022-06-30,273.5
3186,OK,Other OK,2022-07-31,273.75
3187,OK,Other OK,2022-08-31,274.0
3188,OK,Other OK,2022-09-30,274.25
3189,OK,Other OK,2022-10-31,274.5
3190,OK,Other OK,2022-11-30,274.75
3191,OK,Other OK,2022-12-31,275.0
3192,OK,Tulsa OK,2022-01-31,191.166667
3193,OK,Tulsa OK,2022-02-28,191.333334
3194,OK,Tulsa OK,2022-03-31,191.500001
3195,OK,Tulsa OK,2022-04-30,191.666668
3196,OK,Tulsa OK,2022-05-31,191.833335
3197,OK,Tulsa OK,2022-06-30,192.000002
3198,OK,Tulsa OK,2022-07-31,192.166669
3199,OK,Tulsa OK,2022-08-31,192.333336
3200,OK,Tulsa OK,2022-09-30,192.500003
3201,OK,Tulsa OK,2022-10-31,192.66667
3202,OK,Tulsa OK,2022-11-30,192.833337
3203,OK,Tulsa OK,2022-12-31,193.000004
3204,OR,Oregon,2022-01-31,757.666667
3205,OR,Oregon,2022-02-28,758.333334
3206,OR,Oregon,2022-03-31,759.000001
3207,OR,Oregon,2022-04-30,759.666668
3208,OR,Oregon,2022-05-31,760.333335
3209,OR,Oregon,2022-06-30,761.000002
3210,OR,Oregon,2022-07-31,761.666669
3211,OR,Oregon,2022-08-31,762.333336
3212,OR,Oregon,2022-09-30,763.000003
3213,OR,Oregon,2022-10-31,763.66667
3214,OR,Oregon,2022-11-30,764.333337
3215,OR,Oregon,2022-12-31,765.000004
3216,PA,Allentown PA,2022-01-31,202.166667
3217,PA,Allentown PA,2022-02-28,202.333334
3218,PA,Allentown PA,2022-03-31,202.500001
3219,PA,Allentown PA,2022-04-30,202.666668
3220,PA,Allentown PA,2022-05-31,202.833335
3221,PA,Allentown PA,2022-06-30,203.000002
3222,PA,Allentown PA,2022-07-31,203.166669
3223,PA,Allentown PA,2022-08-31,203.333336
3224,PA,Allentown PA,2022-09-30,203.500003
3225,PA,Allentown PA,2022-10-31,203.66667
3226,PA,Allentown PA,2022-11-30,203.833337
3227,PA,Allentown PA,2022-12-31,204.000004
3228,PA,Harrisburg PA,2022-01-31,179.166667
3229,PA,Harrisburg PA,2022-02-28,179.333334
3230,PA,Harrisburg PA,2022-03-31,179.500001
3231,PA,Harrisburg PA,2022-04-30,179.666668
3232,PA,Harrisburg PA,2022-05-31,179.833335
3233,PA,Harrisburg PA,2022-06-30,180.000002
3234,PA,Harrisburg PA,2022-07-31,180.166669
3235,PA,Harrisburg PA,2022-08-31,180.333336
3236,PA,Harrisburg PA,2022-09-30,180.500003
3237,PA,Harrisburg PA,2022-10-31,180.66667
3238,PA,Harrisburg PA,2022-11-30,180.833337
3239,PA,Harrisburg PA,2022-12-31,181.000004
3240,PA,Other PA,2022-01-31,426.333333
3241,PA,Other PA,2022-02-28,426.666666
3242,PA,Other PA,2022-03-31,426.999999
3243,PA,Other PA,2022-04-30,427.333332
3244,PA,Other PA,2022-05-31,427.666665
3245,PA,Other PA,2022-06-30,427.999998
3246,PA,Other PA,2022-07-31,428.333331
3247,PA,Other PA,2022-08-31,428.666664
3248,PA,Other PA,2022-09-30,428.999997
3249,PA,Other PA,2022-10-31,429.33333
3250,PA,Other PA,2022-11-30,429.666663
3251,PA,Other PA,2022-12-31,429.999996
3252,PA,Philadelphia PA,2022-01-31,550.416667
3253,PA,Philadelphia PA,2022-02-28,550.833334
3254,PA,Philadelphia PA,2022-03-31,551.250001
3255,PA,Philadelphia PA,2022-04-30,551.666668
3256,PA,Philadelphia PA,2022-05-31,552.083335
3257,PA,Philadelphia PA,2022-06-30,552.500002
3258,PA,Philadelphia PA,2022-07-31,552.916669
3259,PA,Philadelphia PA,2022-08-31,553.333336
3260,PA,Philadelphia PA,2022-09-30,553.750003
3261,PA,Philadelphia PA,2022-10-31,554.16667
3262,PA,Philadelphia PA,2022-11-30,554.583337
3263,PA,Philadelphia PA,2022-12-31,555.000004
3264,PA,Pittsburgh PA,2022-01-31,283.25
3265,PA,Pittsburgh PA,2022-02-28,283.5
3266,PA,Pittsburgh PA,2022-03-31,283.75
3267,PA,Pittsburgh PA,2022-04-30,284.0
3268,PA,Pittsburgh PA,2022-05-31,284.25
3269,PA,Pittsburgh PA,2022-06-30,284.5
3270,PA,Pittsburgh PA,2022-07-31,284.75
3271,PA,Pittsburgh PA,2022-08-31,285.0
3272,PA,Pittsburgh PA,2022-09-30,285.25
3273,PA,Pittsburgh PA,2022-10-31,285.5
3274,PA,Pittsburgh PA,2022-11-30,285.75
3275,PA,Pittsburgh PA,2022-12-31,286.0
3276,RI,Rhode Island,2022-01-31,232.166667
3277,RI,Rhode Island,2022-02-28,232.333334
3278,RI,Rhode Island,2022-03-31,232.500001
3279,RI,Rhode Island,2022-04-30,232.666668
3280,RI,Rhode Island,2022-05-31,232.833335
3281,RI,Rhode Island,2022-06-30,233.000002
3282,RI,Rhode Island,2022-07-31,233.166669
3283,RI,Rhode Island,2022-08-31,233.333336
3284,RI,Rhode Island,2022-09-30,233.500003
3285,RI,Rhode Island,2022-10-31,233.66667
3286,RI,Rhode Island,2022-11-30,233.833337
3287,RI,Rhode Island,2022-12-31,234.000004
3288,SC,Charleston SC,2022-01-31,262.25
3289,SC,Charleston SC,2022-02-28,262.5
3290,SC,Charleston SC,2022-03-31,262.75
3291,SC,Charleston SC,2022-04-30,263.0
3292,SC,Charleston SC,2022-05-31,263.25
3293,SC,Charleston SC,2022-06-30,263.5
3294,SC,Charleston SC,2022-07-31,263.75
3295,SC,Charleston SC,2022-08-31,264.0
3296,SC,Charleston SC,2022-09-30,264.25
3297,SC,Charleston SC,2022-10-31,264.5
3298,SC,Charleston SC,2022-11-30,264.75
3299,SC,Charleston SC,2022-12-31,265.0
3300,SC,Columbia SC,2022-01-31,217.166667
3301,SC,Columbia SC,2022-02-28,217.333334
3302,SC,Columbia SC,2022-03-31,217.500001
3303,SC,Columbia SC,2022-04-30,217.666668
3304,SC,Columbia SC,2022-05-31,217.833335
3305,SC,Columbia SC,2022-06-30,218.000002
3306,SC,Columbia SC,2022-07-31,218.166669
3307,SC,Columbia SC,2022-08-31,218.333336
3308,SC,Columbia SC,2022-09-30,218.500003
3309,SC,Columbia SC,2022-10-31,218.66667
3310,SC,Columbia SC,2022-11-30,218.833337
3311,SC,Columbia SC,2022-12-31,219.000004
3312,SC,Florence SC,2022-01-31,87.083333
3313,SC,Florence SC,2022-02-28,87.166666
3314,SC,Florence SC,2022-03-31,87.249999
3315,SC,Florence SC,2022-04-30,87.333332
3316,SC,Florence SC,2022-05-31,87.416665
3317,SC,Florence SC,2022-06-30,87.499998
3318,SC,Florence SC,2022-07-31,87.583331
3319,SC,Florence SC,2022-08-31,87.666664
3320,SC,Florence SC,2022-09-30,87.749997
3321,SC,Florence SC,2022-10-31,87.83333
3322,SC,Florence SC,2022-11-30,87.916663
3323,SC,Florence SC,2022-12-31,87.999996
3324,SC,Greenville-Spartanburg SC,2022-01-31,283.25
3325,SC,Greenville-Spartanburg SC,2022-02-28,283.5
3326,SC,Greenville-Spartanburg SC,2022-03-31,283.75
3327,SC,Greenville-Spartanburg SC,2022-04-30,284.0
3328,SC,Greenville-Spartanburg SC,2022-05-31,284.25
3329,SC,Greenville-Spartanburg SC,2022-06-30,284.5
3330,SC,Greenville-Spartanburg SC,2022-07-31,284.75
3331,SC,Greenville-Spartanburg SC,2022-08-31,285.0
3332,SC,Greenville-Spartanburg SC,2022-09-30,285.25
3333,SC,Greenville-Spartanburg SC,2022-10-31,285.5
3334,SC,Greenville-Spartanburg SC,2022-11-30,285.75
3335,SC,Greenville-Spartanburg SC,2022-12-31,286.0
3336,SC,Rock Hill SC,2022-01-31,140.083333
3337,SC,Rock Hill SC,2022-02-28,140.166666
3338,SC,Rock Hill SC,2022-03-31,140.249999
3339,SC,Rock Hill SC,2022-04-30,140.333332
3340,SC,Rock Hill SC,2022-05-31,140.416665
3341,SC,Rock Hill SC,2022-06-30,140.499998
3342,SC,Rock Hill SC,2022-07-31,140.583331
3343,SC,Rock Hill SC,2022-08-31,140.666664
3344,SC,Rock Hill SC,2022-09-30,140.749997
3345,SC,Rock Hill SC,2022-10-31,140.83333
3346,SC,Rock Hill SC,2022-11-30,140.916663
3347,SC,Rock Hill SC,2022-12-31,140.999996
3348,SD,South Dakota,2022-01-31,103.083333
3349,SD,South Dakota,2022-02-28,103.166666
3350,SD,South Dakota,2022-03-31,103.249999
3351,SD,South Dakota,2022-04-30,103.333332
3352,SD,South Dakota,2022-05-31,103.416665
3353,SD,South Dakota,2022-06-30,103.499998
3354,SD,South Dakota,2022-07-31,103.583331
3355,SD,South Dakota,2022-08-31,103.666664
3356,SD,South Dakota,2022-09-30,103.749997
3357,SD,South Dakota,2022-10-31,103.83333
3358,SD,South Dakota,2022-11-30,103.916663
3359,SD,South Dakota,2022-12-31,103.999996
3360,TN,Chattanooga TN,2022-01-31,183.166667
3361,TN,Chattanooga TN,2022-02-28,183.333334
3362,TN,Chattanooga TN,2022-03-31,183.500001
3363,TN,Chattanooga TN,2022-04-30,183.666668
3364,TN,Chattanooga TN,2022-05-31,183.833335
3365,TN,Chattanooga TN,2022-06-30,184.000002
3366,TN,Chattanooga TN,2022-07-31,184.166669
3367,TN,Chattanooga TN,2022-08-31,184.333336
3368,TN,Chattanooga TN,2022-09-30,184.500003
3369,TN,Chattanooga TN,2022-10-31,184.66667
3370,TN,Chattanooga TN,2022-11-30,184.833337
3371,TN,Chattanooga TN,2022-12-31,185.000004
3372,TN,Knoxville TN,2022-01-31,139.083333
3373,TN,Knoxville TN,2022-02-28,139.166666
3374,TN,Knoxville TN,2022-03-31,139.249999
3375,TN,Knoxville TN,2022-04-30,139.333332
3376,TN,Knoxville TN,2022-05-31,139.416665
3377,TN,Knoxville TN,2022-06-30,139.499998
3378,TN,Knoxville TN,2022-07-31,139.583331
3379,TN,Knoxville TN,2022-08-31,139.666664
3380,TN,Knoxville TN,2022-09-30,139.749997
3381,TN,Knoxville TN,2022-10-31,139.83333
3382,TN,Knoxville TN,2022-11-30,139.916663
3383,TN,Knoxville TN,2022-12-31,139.999996
3384,TN,Memphis TN,2022-01-31,232.166667
3385,TN,Memphis TN,2022-02-28,232.333334
3386,TN,Memphis TN,2022-03-31,232.500001
3387,TN,Memphis TN,2022-04-30,232.666668
3388,TN,Memphis TN,2022-05-31,232.833335
3389,TN,Memphis TN,2022-06-30,233.000002
3390,TN,Memphis TN,2022-07-31,233.166669
3391,TN,Memphis TN,2022-08-31,233.333336
3392,TN,Memphis TN,2022-09-30,233.500003
3393,TN,Memphis TN,2022-10-31,233.66667
3394,TN,Memphis TN,2022-11-30,233.833337
3395,TN,Memphis TN,2022-12-31,234.000004
3396,TN,Nashville TN,2022-01-31,475.416667
3397,TN,Nashville TN,2022-02-28,475.833334
3398,TN,Nashville TN,2022-03-31,476.250001
3399,TN,Nashville TN,2022-04-30,476.666668
3400,TN,Nashville TN,2022-05-31,477.083335
3401,TN,Nashville TN,2022-06-30,477.500002
3402,TN,Nashville TN,2022-07-31,477.916669
3403,TN,Nashville TN,2022-08-31,478.333336
3404,TN,Nashville TN,2022-09-30,478.750003
3405,TN,Nashville TN,2022-10-31,479.16667
3406,TN,Nashville TN,2022-11-30,479.583337
3407,TN,Nashville TN,2022-12-31,480.000004
3408,TN,Other TN,2022-01-31,367.333333
3409,TN,Other TN,2022-02-28,367.666666
3410,TN,Other TN,2022-03-31,367.999999
3411,TN,Other TN,2022-04-30,368.333332
3412,TN,Other TN,2022-05-31,368.666665
3413,TN,Other TN,2022-06-30,368.999998
3414,TN,Other TN,2022-07-31,369.333331
3415,TN,Other TN,2022-08-31,369.666664
